inTable$redshift,u,g,r,i,z
0.4369373,23.78822,21.61019,19.75958,18.93906,18.54154
0.4533308,24.54388,21.9493,20.10618,19.28016,18.6494
0.4972602,23.10255,22.20169,20.52049,19.61966,19.32994
0.4324574,24.31943,21.08286,19.35046,18.58879,18.22418
0.416196,23.48014,21.05138,19.20781,18.47033,18.04921
0.4302275,23.61257,21.69241,20.08696,19.30966,18.99051
0.4272256,23.07981,21.63564,20.22373,19.46709,19.20944
0.4392899,23.87235,22.34141,20.74213,19.93174,19.39291
0.4340751,24.58525,20.86594,19.08407,18.36606,17.94617
0.445718,25.76041,21.31552,19.78928,18.96006,18.68166
0.4039793,24.32288,21.27011,19.45007,18.79202,18.38867
0.4569281,24.72114,21.27372,19.47123,18.67808,18.34534
0.4981425,23.11544,22.26789,20.54554,19.66689,19.16866
0.4765736,23.8024,21.95095,20.65835,19.89898,19.44712
0.4759038,24.43822,21.48823,19.65334,18.72295,18.35822
0.4268061,22.83034,21.36567,19.54562,18.74863,18.28258
0.4566446,22.97817,21.90727,20.13169,19.18323,18.85786
0.4809515,26.33638,21.44586,19.86712,18.99184,18.52762
0.4994734,25.17932,22.46371,20.84941,19.8617,19.35519
0.4552684,24.98263,20.29585,18.51695,17.68091,17.28753
0.4883479,25.38118,21.98062,20.29547,19.41442,18.95248
0.4249815,23.5998,22.03459,20.73464,19.91216,19.42909
0.4618275,26.06073,21.98726,20.4829,19.51348,19.07566
0.4812147,22.71202,22.1531,20.3523,19.46577,19.08169
0.4175504,24.12628,21.07588,19.30871,18.63963,18.15899
0.4132653,23.94005,21.21112,19.32107,18.67635,18.23387
0.4606791,23.18881,22.06353,20.06024,19.19476,18.8355
0.4334224,23.47145,21.84509,20.24742,19.47038,18.98696
0.4361473,27.47573,20.89621,18.99171,18.28426,17.71395
0.4575869,23.26171,22.02769,20.54156,19.7248,19.5813
0.4608746,22.5262,22.26325,20.68916,19.78974,19.22371
0.4692848,24.02342,21.35678,19.58858,18.83939,18.57019
0.4722428,23.93666,22.05044,20.08559,19.19685,18.71498
0.4830188,24.47565,21.69691,19.92506,18.97321,18.64007
0.4701879,25.33739,23.47811,21.19819,20.19177,19.56119
0.4533777,25.36574,22.06522,20.42982,19.56816,19.05026
0.4637863,24.59068,22.33898,20.95819,20.11819,19.80537
0.4078437,23.74462,20.70566,19.03219,18.35133,17.92453
0.4499079,23.72288,22.1322,20.27726,19.40925,18.88886
0.4992131,23.75129,21.84073,20.02753,19.1288,18.68032
0.4782057,24.95851,21.76944,20.09462,19.27492,18.96197
0.4566534,26.86019,21.97784,20.15822,19.33024,18.90614
0.438166,22.45844,21.62142,19.97672,19.18865,18.72845
0.492278,24.82655,22.61818,20.24461,19.23403,18.84695
0.4283687,23.05516,22.25305,20.15652,19.32741,19.03598
0.4584094,22.92845,21.15866,19.33662,18.61356,18.17174
0.4919126,22.826,21.68472,20.11474,19.19394,18.68255
0.4260383,22.87578,20.82774,19.20027,18.4634,18.06878
0.4510819,23.10287,21.95153,20.1585,19.34024,18.74386
0.4970157,25.54877,22.46181,21.00495,20.06525,19.84468
0.4762734,22.44648,22.31137,20.70469,19.85369,19.36669
0.4276466,24.09967,21.05575,19.55747,18.77346,18.29988
0.4597548,26.56164,21.92631,19.97208,19.11098,18.58809
0.4588976,24.87424,21.1677,19.209,18.44687,17.89537
0.4222777,23.20978,20.93341,19.18411,18.3743,17.98987
0.4074119,24.06843,21.28461,19.54809,18.81222,18.44328
0.498172,25.09548,22.2449,20.52698,19.59564,19.16291
0.4066276,24.57496,21.21919,19.46527,18.71643,18.3032
0.465939,22.92059,22.68022,20.45073,19.54153,19.19011
0.4987789,24.17212,22.44353,20.65103,19.66748,19.34147
0.451554,22.40501,22.10069,20.62315,19.83937,19.74564
0.4328128,27.02182,21.23141,19.62131,18.75271,18.36322
0.4568688,22.26732,21.30113,20.18605,19.40585,19.17924
0.4606942,25.46812,21.66421,20.16973,19.27722,18.96387
0.4791639,24.93221,22.09438,20.39797,19.54105,18.96874
0.4731298,22.19306,20.66462,18.84541,17.97411,17.47685
0.4470101,25.29336,22.35363,20.46377,19.59332,19.11128
0.4274445,21.64079,20.98623,19.26583,18.49767,18.1182
0.4743051,22.6987,21.74631,19.97578,19.10996,18.65861
0.4347711,22.60067,20.39172,18.60067,17.88724,17.44053
0.4550118,22.94093,22.03814,20.17582,19.32267,18.98236
0.4713407,23.8028,22.19823,20.33038,19.51521,19.1909
0.425418,23.64165,21.37755,19.46895,18.85156,18.40976
0.4584071,23.65493,21.75788,20.05285,19.26464,18.70305
0.4220419,25.08929,21.42918,19.56111,18.76654,18.27323
0.4169791,24.21609,21.5665,19.74358,18.98302,18.55748
0.4916596,23.3418,21.41856,19.98824,19.22233,18.65955
0.4115296,24.38418,20.85282,18.97787,18.27036,17.75101
0.4785574,23.5226,21.88832,20.04601,19.17805,18.757
0.4054563,26.61271,21.14139,19.31863,18.64619,18.20094
0.4641405,22.33385,21.72149,20.29867,19.44391,19.05305
0.476025,26.29822,21.21857,19.42955,18.54911,18.10696
0.4752827,24.68192,22.52319,20.84639,19.95285,19.38021
0.4919486,24.44838,22.05329,20.49221,19.60151,18.97524
0.4927851,23.40376,22.02204,20.44831,19.58642,19.1611
0.4355345,22.95915,21.71568,19.82796,19.0769,18.72654
0.4041086,24.2809,21.51288,19.60639,18.95747,18.47909
0.4633317,24.63358,22.27232,20.38742,19.55909,19.2149
0.4862629,23.28007,22.03412,20.06576,19.17948,18.68266
0.4176633,24.41874,20.84678,19.02395,18.27086,17.81479
0.4912137,25.5109,21.37346,19.60306,18.70159,18.17736
0.4843012,26.18011,22.34141,20.21424,19.28892,18.78349
0.455402,23.88547,21.46213,19.73106,18.91691,18.50326
0.4741294,21.7613,21.09849,19.96631,19.23381,18.95565
0.4830212,23.10321,21.35273,19.69792,18.84333,18.47538
0.4031151,22.8609,21.5635,19.89837,19.12483,18.63081
0.4727091,26.78324,21.20422,19.56516,18.74139,18.3412
0.4313699,25.81624,21.88972,20.20415,19.40258,18.83931
0.4972251,25.73247,21.93819,20.21949,19.30939,18.89696
0.4890905,23.5472,21.38242,19.41856,18.53569,18.04862
0.4163965,23.32254,20.98971,19.22491,18.596,18.13389
0.4942738,24.10455,22.85409,21.24421,20.21941,19.83476
0.4894966,23.70466,22.06446,20.6376,19.75896,19.51821
0.4909691,23.37536,22.0197,20.55422,19.79576,19.37852
0.4784482,23.67762,21.76435,19.97241,19.07268,18.87211
0.4129669,22.96941,21.27777,19.50168,18.78192,18.3843
0.4397434,22.8732,22.0336,20.42171,19.60123,19.17132
0.4793915,26.10126,22.2923,20.50734,19.58692,19.20969
0.4659762,22.559,21.38287,19.7784,18.97327,18.50695
0.4622893,23.50589,22.315,20.37723,19.48087,19.05754
0.4386351,23.51455,21.22179,19.43485,18.67556,18.22753
0.484992,22.81812,20.82192,19.06881,18.13186,17.80142
0.4820964,23.49961,21.55106,19.88266,18.99456,18.43951
0.4971623,25.28949,22.3145,20.4447,19.51418,18.91633
0.4258575,22.15668,21.46272,19.97131,19.13727,18.63533
0.4935118,22.19115,21.56601,19.68937,18.74509,18.38215
0.4194151,25.40325,20.54897,18.93988,18.28224,17.78004
0.4610694,22.2238,21.72223,20.31856,19.45254,18.90959
0.4871157,24.25943,21.785,20.0621,19.28153,18.63504
0.4547652,27.23971,21.15899,19.56524,18.77703,18.42571
0.4490043,24.76449,22.29868,20.58602,19.79306,19.38935
0.4952837,25.17008,22.09372,20.24309,19.3275,18.77386
0.4792472,22.60646,21.66718,19.91817,19.08626,18.49959
0.4919902,23.26846,22.42708,20.42846,19.42373,18.84706
0.4324627,24.60874,21.46288,19.71649,18.99587,18.61295
0.4742373,22.72215,21.07427,19.48402,18.68468,18.31793
0.433949,22.93075,20.42124,18.76447,18.03339,17.59084
0.4926902,22.03852,21.86995,20.45154,19.64842,19.17741
0.473208,25.87185,22.08345,20.42244,19.48327,18.99566
0.4648913,24.08717,21.58808,19.88169,19.03991,18.60011
0.4584618,22.50604,21.66729,19.90342,19.04452,18.49479
0.4507068,26.48689,22.08447,20.42642,19.62956,19.06046
0.4751145,21.81267,20.68409,18.79046,17.97405,17.51038
0.4083602,22.67567,20.86418,19.15262,18.54382,18.15577
0.4724186,23.25399,21.68114,20.06698,19.26737,18.85382
0.4981466,26.26011,22.75374,20.7367,19.73383,19.37114
0.4833212,23.42014,21.66801,20.09575,19.21995,18.76441
0.4451606,24.08832,22.1064,20.44729,19.62953,19.06783
0.4644788,23.99871,21.91117,20.4593,19.66305,19.14367
0.4787963,25.01633,22.74868,20.71993,19.83131,19.25262
0.4503667,24.32983,22.51117,20.45755,19.58293,19.16193
0.4759841,23.40378,21.75002,20.02501,19.20341,18.70814
0.4172811,25.14722,21.62579,19.53782,18.73783,18.30173
0.4690337,25.65407,22.48357,20.74964,19.82421,19.42669
0.4816953,22.22542,21.76566,20.20907,19.28528,18.83481
0.4470939,22.64,21.69193,20.14407,19.37413,18.96056
0.4542591,23.80991,21.24671,19.54455,18.68901,18.33699
0.4096235,21.40447,20.94012,20.19953,20.03975,19.85341
0.411703,24.04885,21.99239,20.05679,19.36645,18.89731
0.4368713,22.62812,21.09956,19.69445,18.92067,18.41031
0.4192328,23.14941,21.39507,19.55097,18.80691,18.3966
0.4926449,24.70611,21.93288,20.30778,19.42088,18.83025
0.4509847,26.32553,21.7731,19.91908,19.10523,18.63995
0.4211956,25.80308,21.83269,20.3278,19.52397,19.09426
0.4704356,25.75006,21.61676,19.9226,19.11271,18.76775
0.4484626,24.16094,20.85636,19.18723,18.36615,17.92698
0.4206214,25.77604,20.81728,19.02027,18.26986,17.88913
0.456484,23.29203,21.57111,19.64362,18.82165,18.33616
0.4739437,23.82656,21.9302,20.45607,19.56783,19.22627
0.496989,23.78693,23.3243,20.95765,19.81349,19.23858
0.4116157,22.11341,20.96161,19.38525,18.7247,18.35061
0.4740874,22.40293,21.83141,20.11036,19.28985,18.81619
0.4893868,26.08928,22.23887,20.56421,19.78878,19.3456
0.4264404,22.07838,20.404,18.53713,17.79566,17.41768
0.4977313,23.57528,22.72693,20.82196,19.92735,19.64968
0.4924242,22.61732,21.47781,19.71121,18.85867,18.34193
0.4153998,25.58089,21.61074,19.62958,18.87619,18.36682
0.4853482,23.94153,22.59575,20.94349,19.93835,19.54148
0.4737817,26.91215,21.94199,20.1592,19.33432,18.93509
0.4756572,24.39845,22.0317,20.35889,19.42961,18.97631
0.4443479,26.72691,21.0688,19.2512,18.48356,18.02111
0.4903303,23.74215,22.16235,20.27196,19.44983,18.92077
0.4691896,22.55665,22.08414,20.86602,19.95058,19.46793
0.4352983,26.5101,20.71576,18.92492,18.19032,17.70656
0.4944119,25.41866,22.22736,20.47714,19.47948,19.19477
0.4302052,26.20589,21.34199,19.48509,18.76351,18.36786
0.4599085,22.86254,21.78531,20.06665,19.22186,18.77912
0.4744172,23.36257,21.50094,20.25701,19.39213,19.43172
0.4761328,23.76449,21.94161,20.33436,19.51221,19.25319
0.4436015,24.10179,21.03965,19.16036,18.39287,17.96678
0.405999,26.01277,21.66253,20.2044,19.41757,19.01005
0.4953512,24.63511,22.43431,20.70285,19.80712,19.43185
0.4906233,22.29901,22.00889,20.37674,19.52316,19.00243
0.4983352,21.89884,22.01228,19.8161,18.94917,18.42967
0.4056537,21.66632,21.28053,19.41948,18.65649,18.12618
0.4040692,25.40999,21.96217,20.69106,19.80588,19.13883
0.4496329,25.11615,21.54141,20.31909,19.44812,18.86481
0.4614173,23.89041,22.73483,20.88065,19.98471,19.60348
0.480175,23.48033,22.37722,20.53492,19.59669,18.96214
0.4847079,22.35302,21.24745,19.51149,18.71042,18.40685
0.4602187,25.1757,22.72476,20.71807,19.8082,19.29838
0.479342,25.60029,21.04669,19.29007,18.42446,17.94032
0.4878194,24.34381,22.23677,20.42273,19.53153,19.09272
0.4849706,23.56166,21.48287,19.81021,18.83646,18.34516
0.4497103,24.8177,22.47785,21.02496,20.16472,19.70771
0.454831,25.83859,22.37647,20.90084,19.98091,19.52282
0.4511352,21.05866,20.76394,20.18885,19.60975,19.55932
0.4051729,22.13283,21.03592,19.38816,18.76855,18.28031
0.4754898,22.6808,21.04141,19.47108,18.58092,18.25847
0.4328162,26.25682,21.76954,19.98863,19.14533,18.90914
0.4725987,24.2191,21.08074,19.31606,18.40829,17.88071
0.4958574,24.13483,21.27831,19.65964,18.67669,18.02817
0.4417111,22.96328,21.97075,20.24216,19.39704,19.0464
0.4663027,23.18775,21.70839,20.02744,19.18693,18.71066
0.4718812,23.27643,21.79292,20.2057,19.43425,19.25481
0.4894384,23.35731,21.27282,19.60747,18.69971,18.18867
0.4722324,24.17662,22.52259,20.7891,19.97011,19.74159
0.4467386,23.77822,20.78782,18.97544,18.20013,17.7837
0.4785654,22.75059,22.32369,20.65901,19.78486,19.40236
0.454023,24.9919,21.92474,20.01479,19.19404,18.74972
0.4164601,23.2627,21.21204,19.44219,18.7013,18.30607
0.4794811,22.3444,22.44915,20.63349,19.71673,19.3795
0.4541019,23.35546,21.66227,19.91862,19.104,18.72361
0.4857579,23.67232,22.43063,20.66118,19.76262,19.29092
0.4552301,24.87092,22.82913,20.7553,19.87024,19.42954
0.4319623,22.69188,20.83241,19.12618,18.39207,17.99269
0.4074117,23.39989,21.17538,19.43283,18.72953,18.08943
0.4861327,23.4271,22.09914,20.51119,19.66631,19.25623
0.4672015,23.16485,21.17496,19.36806,18.5576,18.11575
0.48324,24.77147,22.1347,20.50229,19.70938,19.30458
0.4347843,25.16688,22.08107,20.65725,19.74815,19.24496
0.4015873,22.90124,21.751,20.05357,19.28263,18.86935
0.4491648,22.57593,21.62147,19.73623,18.91241,18.44702
0.4527502,21.83029,20.99794,20.0581,19.73638,19.49406
0.400108,26.36389,21.21133,19.25276,18.54827,18.01495
0.4139267,27.15878,21.15311,19.32497,18.63281,18.11825
0.4007649,25.99256,21.29008,19.48531,18.75597,18.36049
0.4287127,25.54576,21.97253,20.26318,19.46858,18.96749
0.4530442,24.93292,21.12222,19.30459,18.48564,18.17968
0.4264754,23.1901,20.99413,19.24997,18.5568,18.12169
0.4181108,22.7946,21.02714,19.24579,18.54392,18.13153
0.4610183,23.11235,21.46115,19.60657,18.76329,18.27647
0.4709566,24.49083,22.06532,20.36401,19.5443,19.11284
0.4120729,25.07465,21.75286,20.15711,19.34638,18.9166
0.4233188,22.85723,20.97646,19.10107,18.38183,17.89484
0.480456,24.46814,22.40492,20.73965,19.80481,19.36221
0.4320509,22.52969,21.33679,19.69309,18.9093,18.54528
0.4600978,24.55168,22.59569,20.59085,19.68349,19.21655
0.4231213,21.90602,20.67452,19.00313,18.25902,17.88242
0.4039696,26.52039,21.24366,19.4058,18.70669,18.28909
0.4713744,25.68754,22.50087,20.76979,19.83582,19.46288
0.4082226,26.51,21.88945,20.18311,19.37921,19.03073
0.4944537,24.25113,23.02458,20.77555,19.7108,19.17907
0.4986038,23.38403,21.82022,20.16711,19.28064,18.77292
0.4568856,25.36124,21.79874,20.15372,19.3211,18.76143
0.474142,26.52079,22.10693,20.60035,19.72703,19.38424
0.406933,22.63024,20.92127,19.16625,18.46998,18.08443
0.4716933,23.78512,22.04616,20.47028,19.68244,19.18259
0.4105098,26.16338,21.35721,19.48066,18.67055,18.18618
0.4953438,24.10535,22.53477,20.73901,19.81771,19.29984
0.4118445,22.18783,20.73621,18.94664,18.2162,17.71193
0.4916076,23.95562,21.36588,19.55567,18.57245,18.12495
0.4790407,25.91712,21.55785,19.96159,19.09732,18.78132
0.4812249,22.46236,21.74286,20.05689,19.18355,18.60511
0.4945646,23.55768,22.27584,20.50454,19.55383,19.03674
0.43819,24.484,21.3352,19.73032,18.95295,18.62186
0.4309227,23.67922,21.27736,19.58132,18.77868,18.42799
0.4895311,22.67085,21.90688,20.31126,19.34148,18.77381
0.4503584,22.12046,22.07282,20.46661,19.58792,19.53943
0.4022807,25.06227,21.4132,19.5338,18.82795,18.35947
0.4822021,23.06498,21.83102,20.16039,19.29664,18.8415
0.4335274,23.58472,21.95296,20.36551,19.56314,19.00271
0.4451601,21.84472,20.6212,19.0535,18.21707,17.74063
0.4739031,24.65056,22.25121,20.59382,19.69817,19.28212
0.4706954,26.13227,22.27671,20.74231,19.87526,19.50188
0.4572001,24.06582,21.47462,19.62528,18.83747,18.3845
0.46657,22.57202,22.68372,20.55479,19.50909,18.98086
0.4701884,24.88897,22.16381,20.49908,19.66405,19.22897
0.486845,25.64369,22.03983,19.90019,19.00843,18.57124
0.4872698,25.52848,21.65851,19.81894,18.92495,18.41659
0.4963835,25.83672,21.95789,20.31796,19.42231,18.79801
0.468283,23.91726,22.35674,20.50389,19.64919,19.23842
0.4604558,23.20023,20.54446,18.66704,17.81451,17.40071
0.4550507,25.37624,22.03649,20.21751,19.33688,18.78765
0.4159573,23.0534,21.25424,19.51924,18.79988,18.32862
0.4596331,25.48376,21.77192,20.08299,19.15858,18.70039
0.4308217,27.13445,21.5528,19.92441,19.11538,18.63035
0.4229768,26.59386,21.19808,19.40092,18.67566,18.29716
0.4284061,25.22691,20.83866,19.05371,18.33845,17.89237
0.4629731,24.82611,21.43029,19.98728,19.22004,18.75673
0.4756031,26.28342,21.91338,19.95268,19.03547,18.53793
0.4843356,22.36969,21.3824,19.69442,18.88731,18.56167
0.4902128,22.56227,21.29741,19.33424,18.44407,17.9577
0.4160859,24.84593,20.57522,18.88297,18.16256,17.74286
0.4992855,22.93467,22.42035,20.73631,19.90067,19.34376
0.4971453,24.05482,22.66937,21.01368,20.08507,19.3626
0.4482073,25.92431,21.62643,19.70802,18.9446,18.39188
0.478417,22.96405,22.44201,20.62053,19.72408,19.40947
0.4712893,23.06487,22.11226,20.41634,19.60226,19.21169
0.4499319,24.52875,22.58497,20.77259,19.85152,19.43625
0.451113,22.86603,21.37978,19.67998,18.84867,18.28897
0.4486307,25.01888,21.64827,19.87374,19.04313,18.48945
0.4669172,23.64913,21.51845,19.92126,19.02395,18.58799
0.464696,25.64865,21.7475,20.13191,19.27557,18.90144
0.4428417,23.29486,21.59178,19.63347,18.82754,18.27977
0.4996352,23.06042,22.23133,20.22546,19.23158,18.64548
0.4071619,24.07091,21.49679,19.71139,18.95129,18.38774
0.4782011,24.34674,22.44329,20.54646,19.67495,19.38287
0.4530821,26.46637,20.58735,18.7863,17.97289,17.54357
0.4660072,22.4318,21.29812,19.42551,18.66386,18.06232
0.481699,24.94295,22.24894,20.63034,19.73363,19.14578
0.4454957,23.6677,21.61443,20.02389,19.20254,18.73732
0.4895403,23.13215,21.97701,20.15375,19.29026,18.90245
0.4527702,25.22039,21.70456,20.1137,19.26067,18.66334
0.4556756,23.40288,21.93704,20.21972,19.3952,18.99341
0.4635,23.75389,22.31037,20.81223,19.95125,19.42989
0.4928212,24.104,21.73893,20.17541,19.30604,18.82577
0.4320334,24.30764,22.3927,20.62685,19.78636,19.22812
0.4276718,23.16188,21.01277,19.17374,18.46033,17.97873
0.4688767,23.41266,22.20974,20.5475,19.64356,19.25983
0.4801986,25.28429,22.27801,20.64555,19.78427,19.19018
0.4738335,23.19403,21.84941,20.22283,19.30768,18.78988
0.4574647,23.14565,21.33792,19.48175,18.7317,18.32121
0.4167716,22.84163,20.87533,19.14365,18.41883,17.99992
0.481933,23.1397,22.1203,20.41847,19.54192,19.1422
0.4554202,24.03104,21.78152,20.17154,19.33152,18.82963
0.4747939,24.74144,21.20502,19.2897,18.38342,17.9411
0.491808,23.5478,22.53707,20.91141,19.95513,19.4756
0.4564403,25.84171,22.48104,20.73227,19.94051,19.46156
0.4843295,23.62169,21.85159,19.98545,19.05008,18.58556
0.4867542,23.36107,22.56662,20.86897,19.97364,19.26517
0.476105,26.29621,21.68272,19.87295,18.98033,18.48097
0.4765077,26.02976,21.40759,19.83582,18.98534,18.63772
0.4343652,26.69548,21.31606,19.51123,18.76506,18.30534
0.4929266,21.52998,21.13066,19.90151,19.1744,18.75879
0.4970343,23.43775,22.77489,20.59634,19.6714,19.07318
0.4940333,23.87427,22.31102,20.27888,19.40652,18.93211
0.4975202,23.53552,21.89547,20.01539,19.07743,18.60555
0.4363598,23.53159,21.45859,19.85143,19.06848,18.62316
0.4463203,25.36743,21.23125,19.55759,18.80854,18.31281
0.477152,25.23164,22.22396,20.5884,19.80293,19.29426
0.4151787,23.12153,21.8642,20.30082,19.51718,19.15513
0.4692362,23.00038,21.2593,19.70549,18.90114,18.44503
0.4069723,22.22221,21.35482,19.84725,19.08513,18.65504
0.4543412,24.45876,21.37489,19.6799,18.79978,18.39708
0.4574146,24.49598,21.72581,20.15256,19.36958,18.96783
0.4967307,25.39495,22.78043,20.6619,19.63507,19.40554
0.436859,23.0547,21.46316,19.82711,19.04355,18.58979
0.411962,24.15331,21.07473,19.12257,18.55969,18.21881
0.4903802,25.96479,21.25834,19.56338,18.68306,18.25266
0.4526202,23.7972,21.74244,19.88625,19.02895,18.57314
0.4124343,25.06034,21.02732,19.26771,18.57113,18.19071
0.4713517,24.86646,22.77084,20.97658,19.89011,19.31726
0.4654738,22.57722,22.1143,20.37155,19.47565,19.08307
0.4169956,22.31334,21.1726,19.33641,18.52686,18.10178
0.4574193,26.252,21.56531,19.85341,19.04342,18.55581
0.4727634,22.92832,22.01858,20.22617,19.41557,18.98438
0.4391446,23.5433,22.12374,20.22215,19.49358,19.06932
0.4177499,25.73713,21.52956,19.8404,19.02322,18.71567
0.4319802,21.26623,20.09447,18.4241,17.69367,17.24096
0.4513467,23.51888,22.17208,21.12869,20.3185,20.00107
0.4305514,25.4538,21.67106,19.87067,19.03551,18.54747
0.4686478,24.3229,22.16399,20.16018,19.32175,18.90287
0.4380265,26.33258,22.0703,20.47589,19.5641,19.06341
0.4575857,25.95111,22.16652,20.37841,19.46138,18.88249
0.4626333,24.50607,21.79089,19.90877,19.00405,18.53022
0.4497121,23.61677,20.99328,19.37136,18.59636,18.23403
0.4696594,24.98526,22.03238,20.3102,19.41785,18.84775
0.4421079,26.19071,23.32545,21.20727,20.17512,20.24246
0.4895057,26.19231,21.67089,19.67885,18.76875,18.33532
0.4812038,26.06104,21.78045,20.13696,19.34533,18.91261
0.4462363,26.41467,21.91191,20.28116,19.49638,19.07145
0.4730346,23.24273,21.42352,19.6841,18.81951,18.46119
0.4981351,26.04206,22.382,20.46726,19.51979,18.95143
0.4489802,26.9557,21.04533,19.33274,18.5307,18.01566
0.4278897,24.96573,21.47948,19.65032,18.96658,18.47969
0.4255966,26.96606,21.84307,20.21902,19.41835,18.94783
0.493758,24.31726,22.00243,20.50305,19.70444,19.16858
0.4727969,23.33789,22.13403,20.65652,19.83799,19.29588
0.4722668,23.56262,22.5047,20.71257,19.88992,19.49155
0.4538043,25.49218,21.66722,20.16076,19.31742,19.14829
0.4643739,25.99931,21.73556,20.12251,19.3179,18.89281
0.4899326,24.82134,21.89954,20.48175,19.66884,18.97319
0.4474994,24.59126,21.87118,20.27095,19.41877,18.95924
0.4153922,22.29065,21.2308,19.54165,18.75268,18.43037
