inTable$redshift,u,g,r,i,z
0.4804535,22.55266,21.47077,19.90421,19.07496,18.55579
0.4007542,22.32382,20.87588,19.16789,18.4461,18.00983
0.430024,22.41252,22.53346,21.73971,21.70366,22.52334
0.4257636,22.1061,21.75401,20.25695,19.54267,18.99571
0.4019122,25.41543,20.93356,19.23299,18.58517,18.14967
0.4972764,25.41828,22.49218,20.47869,19.63032,19.1834
0.4656606,27.06497,20.70835,18.95673,18.09832,17.64546
0.4907683,25.71785,21.62849,19.97709,19.01368,18.48685
0.4446521,26.24899,21.49071,19.71377,18.9726,18.42096
0.4572601,22.78144,21.58954,20.07696,19.25512,18.65447
0.4962287,25.42568,21.94199,20.20425,19.31061,18.93537
0.4082667,22.92081,22.22909,20.39421,19.49773,18.79703
0.4700673,25.77985,22.81987,20.70468,19.82358,19.37653
0.4625439,23.01717,21.41954,19.61122,18.8191,18.41573
0.4601681,24.25736,22.55511,20.51978,19.59261,19.21131
0.4439559,23.47307,21.67658,20.07571,19.24531,18.9889
0.4836266,25.78172,22.67494,20.1963,19.29469,18.76215
0.4542224,22.5657,20.59308,18.81658,18.09215,17.5712
0.4972051,26.12846,22.08682,20.31125,19.33262,18.7901
0.4909401,24.8685,22.17869,20.71225,19.76494,19.38117
0.4660757,23.51545,20.99391,19.48497,18.63266,18.22488
0.4802505,24.46983,22.35881,20.55263,19.66851,19.12581
0.402331,23.69078,21.38556,19.49257,18.82703,18.36772
0.4630817,24.06448,23.02987,21.40769,20.15016,20.45932
0.4194138,22.244,20.9224,19.1463,18.35945,18.0298
0.4671655,25.11257,21.93962,20.53107,19.71411,19.33007
0.4909129,24.00804,22.59897,20.44219,19.54338,18.71747
0.49638,22.94008,22.77958,21.20348,20.15509,19.80641
0.4595719,22.26791,20.86824,19.23893,18.45227,18.023
0.4253175,23.58714,20.80452,19.03176,18.28237,17.72026
0.433199,23.02423,22.01915,20.32969,19.66854,19.11357
0.4904301,24.015,21.47132,19.89263,18.99458,18.43944
0.4405319,21.65992,21.15777,19.49254,18.74398,18.34225
0.4637206,23.08317,20.8909,19.28774,18.50448,18.15775
0.4430108,26.38408,22.11653,20.59073,19.74132,19.0786
0.4624855,23.23735,22.03085,20.3313,19.47962,18.85025
0.4995153,22.74739,22.05728,20.41726,19.55307,19.08892
0.4591057,25.7062,21.66003,20.02844,19.15213,18.7266
0.4868251,23.16339,21.16646,19.85627,18.97378,18.66328
0.4888513,24.98984,21.32001,19.77188,18.93366,18.3804
0.4839427,25.44121,21.19143,19.59413,18.75914,18.3197
0.4750561,22.87714,21.91438,20.52332,19.6641,19.30844
0.450049,23.61403,21.37606,19.62491,18.75488,18.35729
0.4779754,23.31625,22.16399,20.59281,19.75192,19.43571
0.4593117,25.71144,20.75633,19.00261,18.22487,17.67854
0.462002,22.01391,21.25311,19.83869,19.05472,18.58211
0.4063233,22.39087,21.19597,19.43205,18.72421,18.38794
0.4873695,25.53703,21.78839,20.21294,19.26062,18.79821
0.4181755,22.72455,21.68207,19.73181,18.99226,18.543
0.4789823,24.41604,22.14084,20.12421,19.2097,18.65114
0.4259516,23.02978,21.08287,19.32701,18.64768,18.21081
0.4458881,26.55879,21.43489,19.71627,18.92969,18.51707
0.49851,24.42675,22.31279,20.38841,19.43418,18.91581
0.49208,22.97567,21.55056,19.74831,18.82333,18.36602
0.4838585,24.67409,21.17865,19.67625,18.82423,18.32029
0.4798606,24.50922,21.05745,19.43111,18.61076,18.14293
0.4688378,23.05676,21.9863,20.29616,19.4109,18.94374
0.4222351,24.02987,20.72285,18.9755,18.25147,17.82429
0.4970047,22.85649,21.85215,20.59884,19.85766,19.34456
0.4973422,24.91201,21.70173,20.09142,19.15347,18.6528
0.4227784,25.8343,21.65763,19.89758,19.11325,18.63123
0.451498,22.79203,21.36115,19.71505,18.88369,18.36293
0.4318153,23.44449,21.17508,19.60856,18.81775,18.30801
0.4634663,24.13691,21.6636,20.14188,19.27934,18.97507
0.4774166,26.03254,22.47174,20.44852,19.50601,19.10485
0.4966028,25.92883,22.70846,20.97611,19.99439,19.52575
0.4085357,25.21815,21.05986,19.2135,18.5144,18.16507
0.4646842,23.83364,21.84165,19.99297,18.99998,18.55109
0.4743603,22.6329,21.88663,20.11188,19.27418,18.88536
0.4914141,26.62911,22.39169,20.72541,19.8385,19.40428
0.4564384,24.55033,22.25293,20.61651,19.73035,19.32083
0.4737994,22.86215,21.96166,20.34251,19.54977,19.03204
0.4762401,22.33708,20.91111,19.25153,18.53224,18.14355
0.4439387,23.50574,21.04681,19.07549,18.30867,17.699
0.4255169,22.80099,21.26792,19.45274,18.66772,18.1803
0.4939461,24.51059,21.95292,20.21439,19.31763,18.82765
0.4180879,22.53628,22.21201,20.44005,19.61135,18.96186
0.4662333,26.96167,21.36063,19.5343,18.61532,18.15363
0.4389762,25.34805,21.92565,20.52739,19.67552,19.4269
0.4985116,25.58284,22.20513,20.32502,19.30743,18.77228
0.4601769,24.08192,21.89679,20.49417,19.68316,19.35246
0.4624178,23.17538,21.39407,20.12295,19.35171,18.87376
0.4035606,21.93435,20.77648,18.96276,18.30391,17.95625
0.4977928,23.21492,22.42863,20.32663,19.30382,18.92542
0.4337672,22.61291,20.91995,19.15115,18.37345,17.831
0.4697126,23.01901,22.35808,20.41823,19.50822,18.94468
0.4220214,22.30025,20.98913,19.12192,18.32484,17.88653
0.4585722,26.24313,21.00874,19.56697,18.7937,18.42686
0.4320723,24.65969,21.34975,19.47981,18.78321,18.47705
0.4993746,22.64421,21.18684,20.02637,19.51464,19.0917
0.4117126,23.84497,21.02353,19.28135,18.58241,18.144
0.4614244,22.74539,22.17432,20.4077,19.56104,19.22616
0.478956,25.37079,21.84077,20.09023,19.26437,18.84298
0.493581,22.45541,21.93385,20.4761,19.67324,19.21796
0.4765107,21.82799,22.24638,20.47359,19.60052,19.08251
0.4315293,23.5859,21.31694,19.6128,18.84179,18.45984
0.469097,21.30044,20.84505,19.16778,18.42997,17.8975
0.4687455,24.64384,21.74965,20.14259,19.3703,18.91853
0.4089164,21.70591,18.95831,17.19509,16.49853,16.06158
0.4958689,24.32422,22.17205,20.37284,19.48689,18.81828
0.4563569,23.42303,21.65552,19.86152,19.02377,18.57724
0.4488267,24.84725,21.59838,19.77793,18.9112,18.42193
0.4354349,22.63824,22.15829,20.41521,19.5887,19.19803
0.4028151,23.34939,21.47104,19.67062,18.90764,18.47544
0.4035145,22.35703,20.30595,18.37828,17.66356,17.25845
0.4993318,24.29153,22.14785,20.36662,19.41966,18.93787
0.4386684,22.4587,20.81647,19.0682,18.2892,17.8286
0.4739415,23.56844,21.83323,20.21502,19.28054,18.88871
0.4825978,22.4806,21.88755,20.23452,19.37843,18.96964
0.4803406,21.94776,21.53043,20.1916,19.45364,19.03981
0.4921637,25.06378,21.56941,20.2284,19.37439,18.82244
0.4527967,24.34937,21.8552,20.02395,19.28043,18.97763
0.4949643,24.27897,21.89843,19.90079,18.86295,18.35844
0.4688073,22.46964,22.01528,20.31139,19.48956,18.9735
0.4239269,23.11146,22.03959,20.64882,19.83958,19.35357
0.4718795,24.51767,21.92288,20.22939,19.4156,19.18292
0.4065754,23.80679,21.5376,19.70586,18.96794,18.57736
0.4381186,22.94421,21.53763,19.83739,18.95693,18.65463
0.438197,25.20525,20.59062,18.80779,18.05095,17.60697
0.4489468,22.33183,21.63406,19.79276,18.95304,18.57056
0.4117631,24.66766,20.51388,18.70014,18.03687,17.71425
0.4326147,23.07626,21.16522,19.38133,18.61384,18.26312
0.4723677,26.91692,21.21868,19.49197,18.66177,18.23198
0.4203337,24.57876,20.80254,19.09408,18.40696,18.03373
0.465136,22.92964,21.94507,20.37932,19.56707,19.21644
0.4537913,24.73756,21.81952,20.11941,19.24824,18.79857
0.482551,21.79398,21.25359,19.52538,18.65826,18.23202
0.4178458,24.09711,21.35122,19.7618,18.97479,18.67011
0.4976354,24.98757,21.93394,20.10424,19.13078,18.6474
0.4397924,22.69215,21.96611,20.34066,19.55753,19.07327
0.4958903,26.86407,21.70751,20.16308,19.13465,18.71435
0.4617244,25.49879,21.59124,19.86324,19.0407,18.5805
0.4972332,23.57867,22.64322,21.01321,19.94765,19.57227
0.4816326,23.56757,21.75879,20.08425,19.25257,18.7273
0.4555669,26.28629,22.17117,20.49253,19.65128,19.05213
0.4834269,23.63196,22.12083,20.33946,19.49921,19.05194
0.4389545,22.1504,21.41982,19.54948,18.79146,18.43789
0.4767962,24.07607,22.35228,20.62624,19.75168,19.61603
0.4939013,23.83945,21.97756,20.43857,19.46249,19.00754
0.4814104,23.17298,21.48531,19.76168,18.89633,18.37604
0.4652306,22.90612,21.24285,19.51284,18.78888,18.31123
0.4648943,23.00655,21.60722,20.23717,19.47896,19.02567
0.467553,25.16796,21.38967,19.57414,18.76893,18.39944
0.418564,25.03772,22.56765,20.69573,19.80536,19.40633
0.4990738,22.81232,21.92849,20.41418,19.48289,19.03339
0.4712268,25.13741,22.52656,20.62634,19.73679,19.27845
0.4700057,24.517,21.68273,19.92762,19.12929,18.71305
0.4186283,24.92301,21.94045,20.50275,19.7395,19.32435
0.4760825,23.07168,21.75786,20.31793,19.39399,19.0499
0.4909585,23.50251,21.7659,20.10395,19.18357,18.83375
0.4709451,23.28599,21.70273,19.86512,19.06547,18.56859
0.4725471,23.73724,21.75757,20.09853,19.23247,18.66619
0.4736702,23.99172,21.28256,19.55451,18.74354,18.26
0.4844588,22.87863,22.1619,20.57753,19.70186,19.26503
0.4810518,22.90817,21.21146,19.94326,19.14691,18.55504
0.4772895,24.32123,22.61548,20.63978,19.7169,19.32139
0.4064599,24.42986,20.46908,18.65116,17.89536,17.41602
0.4998394,24.7444,22.23698,20.415,19.56385,19.15785
0.4782993,24.53411,21.77959,20.24949,19.43775,18.94386
0.4976423,26.68071,22.20877,20.38664,19.44747,19.12502
0.4746863,24.04332,21.7726,20.21676,19.45811,19.01469
0.4573903,26.42994,21.7343,19.84663,18.99993,18.48398
0.4538351,24.45743,22.67797,20.52531,19.59123,19.27214
0.479143,22.41201,21.96202,20.66741,19.82163,19.2789
0.4706049,24.51823,21.91209,20.16772,19.33307,18.811
0.4394939,22.37636,21.39718,19.35487,18.50787,17.92299
0.4828973,25.2574,22.26968,20.46154,19.54252,19.20583
0.4651285,23.98372,22.28772,20.74442,19.8154,19.28538
0.4627416,25.42475,21.18949,19.43952,18.66583,18.19864
0.4751667,25.1982,22.45497,20.61626,19.74893,19.15756
0.4948178,23.03199,22.37332,20.61912,19.62975,19.06245
0.4439211,21.49567,20.72322,18.84303,18.07164,17.51582
0.4452164,25.77281,22.53022,20.7802,19.92041,19.34221
0.4748535,23.47303,22.04418,20.43014,19.5636,19.33471
0.4552394,23.4705,21.49515,19.70362,18.91889,18.33932
0.4889602,25.65229,22.20022,20.43256,19.52976,19.06308
0.4500449,22.6015,21.04667,19.314,18.53499,18.1244
0.4976452,24.25496,22.40104,20.60132,19.55028,18.96722
0.4614083,25.6868,22.86302,21.07902,20.13053,19.57224
0.4525845,24.70963,21.38157,19.41931,18.64855,18.16509
0.4234193,24.13321,21.37838,19.59949,18.88993,18.40685
0.4401774,22.49602,21.55005,19.61393,18.80003,18.25544
0.465004,22.75678,21.73226,20.21655,19.40706,18.82589
0.4592473,23.197,21.77925,20.01107,19.13966,18.68613
0.4658787,22.50321,22.24481,20.35,19.50066,19.17179
0.4858744,25.65125,20.96893,19.30042,18.38087,17.86927
0.4756801,22.55587,21.80652,20.32459,19.49913,18.96565
0.4981702,23.35433,21.66195,19.91764,19.02471,18.54952
0.4173568,25.619,21.14727,19.31812,18.61601,18.18324
0.4425688,22.67867,21.28807,19.32142,18.53557,18.1161
0.4601767,24.10678,21.91461,20.24671,19.44036,18.96725
0.4690808,22.43509,21.35058,19.93958,19.16096,18.73242
0.4976006,22.1431,21.548,19.99448,19.06452,18.64528
0.4957393,24.82233,22.02286,20.19999,19.30403,18.79936
0.4322545,24.10208,21.54084,19.81172,18.94428,18.50826
0.4618919,21.77968,21.5478,19.6647,18.7723,18.24194
0.4207071,26.77485,21.74616,20.0039,19.20712,18.93687
0.4568415,25.0547,21.37859,19.57136,18.81605,18.2324
0.4934333,27.05593,21.87993,19.79334,18.92856,18.36821
0.4632824,26.76323,22.15559,20.64969,19.68915,19.23836
0.4996262,23.28941,22.32254,20.91163,19.89709,19.24503
0.4709777,23.17657,20.81441,19.10943,18.26611,17.7315
0.4752326,23.25537,21.53371,19.69495,18.83824,18.39463
0.4867605,22.33621,21.4907,19.96763,19.13895,18.63518
0.463868,25.14405,22.03451,20.36573,19.49701,18.95369
0.4822699,23.95885,22.16612,20.32613,19.43614,18.93604
0.4229454,25.55679,22.10975,20.64775,19.80892,19.23947
0.4047772,22.61975,21.8438,20.63075,19.87134,19.5375
0.4320116,25.14846,20.75616,18.91862,18.17441,17.70939
0.4435094,24.85706,21.64158,19.89855,19.09088,18.59997
0.4368203,23.14377,21.64084,19.77644,18.93322,18.65119
0.499191,21.61399,21.1488,19.71459,18.94095,18.40608
0.4544092,23.18326,22.17869,20.40342,19.60117,19.29534
0.4245193,24.33341,22.40743,20.77634,19.97803,19.56982
0.4216841,22.9573,20.68482,18.97445,18.3092,17.81485
0.4990314,25.81564,21.99826,20.34982,19.43055,19.02639
0.4334731,22.81528,21.9514,20.27877,19.46493,19.20821
0.488937,24.98684,22.14868,20.4382,19.48906,18.9581
0.4745694,24.42167,21.75355,20.26617,19.38889,18.92715
0.4232058,25.39916,21.82177,20.48728,19.57785,19.07848
0.4454461,22.7201,21.45268,19.61203,18.90632,18.44961
0.4069575,23.19129,20.97932,19.17745,18.47828,18.07376
0.4456257,21.95335,21.00184,19.27464,18.5144,18.16338
0.4911615,22.26661,21.72306,20.23582,19.36976,18.82631
0.479557,25.28685,21.73843,20.09164,19.1342,18.81446
0.4092206,22.52523,20.85436,19.09232,18.39042,17.84341
0.4476236,27.03609,21.16834,19.46989,18.68941,18.36106
0.4375479,23.60836,21.03059,19.33374,18.58629,18.17879
0.4080592,23.23166,21.25605,19.34533,18.61745,18.14312
0.4791981,25.43219,21.74019,20.05384,19.15806,18.71891
0.4935191,25.61072,22.04864,20.1694,19.4501,19.04429
0.4267257,22.60796,21.09896,19.34708,18.63377,18.15891
0.4487875,24.68458,21.49476,19.78938,18.95672,18.52275
0.4502463,22.09569,20.85388,18.99826,18.19514,17.76121
0.4009608,22.46047,20.77801,19.04038,18.39729,17.99196
0.4598176,24.14025,21.83067,19.9923,19.16526,18.87551
0.4946388,22.01503,21.28342,19.63016,18.74774,18.17387
0.4953201,22.99543,21.97079,20.74603,20.01736,19.7761
0.4729613,23.73001,21.66981,19.96324,19.12837,18.70749
0.4327642,25.46714,21.10827,19.23599,18.51773,18.10551
0.4334099,24.68054,21.1236,19.30471,18.54742,18.16577
0.4593029,22.98108,21.30557,20.31695,19.82494,19.68664
0.4880787,22.18892,22.27338,20.64876,19.65812,19.16284
0.439192,23.72429,22.04252,20.32634,19.49309,19.06131
0.4495014,24.0729,22.36507,20.30268,19.44083,18.97199
0.4373186,24.30779,20.72228,18.94318,18.12349,17.70397
0.4803287,25.67306,22.42343,20.59494,19.69331,19.25738
0.4989658,25.70175,21.19493,19.45971,18.47295,17.97485
0.4590164,22.52875,22.19026,20.51942,19.55495,19.07313
0.4833999,23.36476,21.40363,19.82813,18.97707,18.38895
0.4706709,26.09741,22.82897,20.63547,19.75887,19.2978
0.4382753,24.56095,21.36357,19.5728,18.77029,18.40806
0.4866463,22.5914,21.28255,19.82859,19.03481,18.84251
0.4722638,22.5458,21.49203,20.24808,19.42774,18.92337
0.4125593,22.80371,21.02298,19.26181,18.6024,18.15142
0.491916,22.0558,21.04301,19.30521,18.36114,17.95173
0.4347234,22.9514,21.92553,20.31005,19.49763,19.25341
0.4199484,25.25082,21.30359,19.53963,18.7935,18.26854
0.4825729,24.22504,22.13163,20.46392,19.58155,19.06075
0.406888,23.30323,21.31201,19.26859,18.49925,18.11379
0.4890675,27.04903,21.46296,19.78981,18.90519,18.31161
0.4062979,26.76511,20.59784,18.71062,18.00457,17.49365
0.4271372,22.89468,22.32286,20.61352,19.82215,19.43548
0.4975148,24.39613,21.91983,20.23292,19.42184,18.84302
0.4991422,21.94135,21.75433,20.6199,19.99552,19.4665
0.4888979,24.55358,22.51484,20.65275,19.72972,19.50666
0.4767089,24.75298,21.94924,20.46463,19.56156,18.88248
0.459839,25.08485,21.86218,20.11828,19.30436,18.90059
0.4440577,23.98773,21.60719,19.74002,18.86333,18.42497
0.4688232,24.30849,22.27505,20.11882,19.25828,18.85364
0.4550555,22.35428,22.31565,20.34666,19.38994,19.31348
0.4183633,22.63571,20.8606,19.13944,18.45716,17.93842
0.4772207,23.60646,21.40654,19.72109,18.88344,18.43715
0.4491704,22.34194,20.58681,19.03888,18.22003,17.83708
0.4621565,24.50678,22.03245,20.25319,19.28176,18.84108
0.4449876,25.87555,21.71286,19.93435,19.09809,18.52421
0.4247959,21.73334,21.51695,20.04642,19.28703,19.03607
0.4832546,25.30766,22.4239,20.67984,19.66595,19.17498
0.4339222,23.45257,20.92297,19.1962,18.43827,18.04193
0.4475032,23.06775,21.29358,19.63196,18.83511,18.39095
0.4914139,25.09754,21.77822,20.00615,19.05103,18.56765
0.4483827,24.63149,21.83323,20.1359,19.22572,18.70602
0.4639537,23.25984,22.72861,20.80054,19.90806,19.4108
0.4293638,22.28619,21.75066,20.38288,19.63514,19.22792
0.4201449,24.80646,22.32041,20.44248,19.57232,19.02095
0.4020359,22.38412,21.70694,20.59682,19.83275,19.44867
0.4106611,22.39873,20.74658,18.8693,18.13713,17.77624
0.4978935,24.74376,21.2751,19.47892,18.63566,18.24359
0.4832862,23.88699,21.31523,19.51877,18.62582,18.26345
0.4360048,24.05822,21.73038,19.87785,19.17686,18.70433
0.4863513,21.91583,21.01301,19.67194,18.80949,18.23356
0.4525475,24.27118,22.31872,20.36999,19.48163,19.07324
0.4545712,25.85057,21.43736,19.63359,18.861,18.47238
0.4491426,24.67277,22.21414,20.15585,19.29159,18.82152
0.4522354,27.04411,21.89811,20.09307,19.19855,18.71259
0.4612751,24.64263,22.06138,20.50883,19.5821,19.47742
0.4087166,24.23974,21.3882,19.51112,18.90363,18.50662
0.4435424,21.52862,20.23476,18.39513,17.57694,17.08197
0.4162549,23.68746,20.88555,19.09259,18.39622,17.92697
0.468098,24.31244,21.53689,19.7137,18.9011,18.3729
0.482675,26.45427,21.27267,19.57234,18.6891,18.208
0.4904944,24.7235,22.55963,20.60443,19.74256,19.49698
0.4919223,23.55312,22.02049,20.60695,19.73041,19.401
0.4903974,23.39989,22.13123,20.80389,19.86369,19.34793
0.4660076,25.09767,22.42491,20.74118,19.86196,19.36827
0.4550464,23.42033,22.10529,20.39127,19.49898,19.02278
0.4938014,23.4865,21.68487,20.10525,19.18064,18.72671
0.4493193,23.45129,21.1638,19.2886,18.39973,17.98363
0.4887916,22.96774,21.95153,20.10289,19.14262,18.68511
0.4562554,26.09167,22.19711,20.64404,19.67906,19.19941
0.4924845,22.98027,21.76884,19.98128,19.03802,18.45798
0.4580882,23.0801,21.08212,19.43997,18.65282,18.25313
0.491825,23.92581,21.66947,19.86209,18.98212,18.45498
0.4931233,25.50587,21.99404,20.28065,19.22774,18.59262
0.4909911,21.96121,21.59975,19.58287,18.66603,18.07296
0.4574781,25.7728,21.51042,19.97589,19.20065,18.60656
0.4314814,22.54362,21.231,19.37699,18.64787,18.25489
0.480327,23.18227,21.81466,20.03766,19.17176,18.78479
0.4671595,25.96206,21.65472,19.78232,18.82432,18.33758
0.4293064,26.0076,21.07664,19.31876,18.55067,18.02198
0.4473234,24.61904,22.83184,21.08729,20.16365,19.84297
0.4036896,22.65878,21.09384,19.36999,18.70841,18.32191
0.4352708,23.85712,21.95888,20.36617,19.52652,19.01905
0.4706611,22.85143,21.76953,20.42996,19.67462,19.23553
0.4893704,24.46576,22.49589,20.53946,19.56782,19.03345
0.4487731,25.16895,21.66039,20.28103,19.52289,19.09673
0.4476873,25.74956,20.74793,18.79461,18.00487,17.53251
0.4264868,25.71968,21.95221,20.48777,19.71717,19.45047
0.45943,23.5709,22.57739,20.80839,19.87236,19.44855
0.4963626,24.35873,21.99346,20.39478,19.47179,19.05753
0.4919544,25.49588,21.97099,20.23682,19.31517,19.01949
0.4124401,21.5325,20.57297,18.97017,18.30227,17.85746
0.4354286,22.81758,22.12361,20.35353,19.48931,19.16928
0.4502898,22.2326,21.20351,19.80169,18.92881,18.49157
0.4927768,23.71699,21.62539,19.91187,19.0456,18.59254
0.4720504,23.3841,22.24602,20.57157,19.69602,19.07637
0.4984178,22.78481,22.12256,20.20467,19.33357,18.81294
0.4450141,22.79159,21.56679,19.93941,19.14532,18.56338
0.4911759,25.01118,22.27013,20.28321,19.44567,19.06797
0.4631897,24.56314,22.93491,21.19924,20.17118,19.68356
0.4193463,23.61505,20.8662,19.12083,18.44408,17.96153
0.4989079,24.06725,21.5732,19.84394,18.866,18.51706
0.4776111,21.91566,21.06818,19.39698,18.55655,18.1144
0.4313597,22.38265,21.25381,19.56987,18.67058,18.38781
0.4096793,26.05314,21.19748,19.53252,18.79999,18.3327
0.443168,23.05453,21.22542,19.41854,18.59011,18.19644
0.4461989,24.46457,21.2741,19.41051,18.61934,18.0623
0.499473,24.56905,22.71611,20.57688,19.56233,19.14675
0.4377517,26.15046,21.84322,20.16369,19.38999,19.01101
0.4076595,22.56382,20.79601,19.04645,18.34048,17.91456
0.4762512,22.75842,20.90732,18.98124,18.13175,17.70123
0.4304815,23.80383,21.43696,19.89637,19.13005,18.74205
0.462404,22.52323,21.88757,20.57891,19.78952,19.17259
0.4075851,22.32672,21.24723,19.45767,18.71254,18.31409
0.4528616,25.47214,21.50735,19.9876,19.21699,18.84826
0.4897712,24.43342,22.39284,20.82508,19.88382,19.49404
0.4887781,22.91591,21.81588,19.84849,19.02653,18.36795
0.4988181,23.88355,22.3088,20.6436,19.73792,19.23561
0.4996405,24.41938,22.3486,20.70724,19.76027,19.26918
0.4837745,22.77472,21.33542,20.24436,19.49621,19.26346
0.4186247,22.84485,21.52407,19.67446,18.93418,18.474
0.4755238,23.41531,22.0272,20.177,19.31309,18.89287
0.4771884,23.66428,21.85008,20.33246,19.41441,19.04549
0.4992541,24.30581,22.16652,20.37346,19.4126,18.94061
0.4997886,26.4567,22.56224,20.64705,19.63345,19.13722
0.4376961,22.96775,20.99474,19.32289,18.63052,18.11122
0.4811016,24.76291,21.98372,20.33946,19.45965,19.04281
0.4977024,23.73288,21.6984,20.12176,19.31313,18.87599
0.4908696,25.80213,21.97918,20.24528,19.34524,18.83165
0.4210113,22.78823,20.86587,19.22896,18.49057,17.98701
0.497057,22.14588,20.85133,19.62763,18.88354,18.55335
0.4914426,24.42431,22.6532,21.05314,20.08239,19.82263
0.4299318,22.92942,21.59896,19.52734,18.79879,18.37996
0.4746681,24.09894,22.36398,20.45903,19.53578,19.16703
0.4763801,24.4383,21.8226,20.19506,19.31267,18.98293
0.4721712,25.04068,21.63517,19.95184,19.07099,18.60325
0.4071262,24.14623,21.44256,19.56714,18.863,18.36718
0.4958324,21.68928,21.32887,19.99937,19.16756,18.72473
0.4576782,24.68951,21.63655,20.06225,19.27768,18.73622
0.4639189,22.30847,21.25475,19.43702,18.61077,18.22217
0.4595915,25.50887,21.84482,20.17994,19.38219,18.98757
0.444186,26.94325,21.73039,20.1684,19.31442,18.73112
0.4833779,23.59288,21.91758,20.36608,19.56705,19.03489
0.4905886,22.78787,21.99081,20.27634,19.28748,18.93621
0.434185,24.57215,21.885,20.05838,19.32254,18.8623
0.4872587,23.78067,22.81864,20.75179,19.71796,19.11442
0.4704293,23.18361,22.0233,20.48034,19.70129,19.19032
0.486945,26.3498,22.85853,20.55324,19.68366,19.17394
0.4261425,25.97193,20.96088,19.21642,18.47503,18.16204
0.4881714,25.15487,22.01262,20.25747,19.38046,18.95256
0.4023334,24.01607,21.45923,19.60743,18.92274,18.44791
0.4294106,23.10929,21.89771,20.49541,19.61391,19.08738
0.4704598,22.20152,21.18402,19.97681,19.24038,18.5777
0.4273256,22.68703,22.26098,20.61518,19.80025,19.29896
0.4251771,25.13113,22.1037,20.41181,19.58766,19.14524
0.4385775,25.66172,21.32534,19.43079,18.72136,18.22671
0.4776939,22.61832,21.82688,20.09149,19.22606,18.63957
0.4757509,24.73672,22.5023,20.56586,19.69035,19.29112
0.4019003,24.23212,21.32543,19.54919,18.8618,18.42138
0.4674309,23.83676,21.71177,19.82154,18.99514,18.49174
0.4593336,22.79593,21.69643,20.04585,19.21154,18.82059
0.4449673,25.07269,22.04769,20.25315,19.45248,19.00703
0.4992067,24.2066,22.79902,21.21088,20.0704,20.04173
0.4136519,22.93401,21.08009,19.3755,18.60638,18.12936
0.4027059,23.83815,21.20864,19.4293,18.69588,18.27498
0.475782,23.38482,22.03856,20.48691,19.62488,19.3266
0.4954579,23.63936,22.07048,20.36563,19.47053,18.87362
0.4390322,25.13256,21.14247,19.28497,18.54,18.10956
0.4973637,22.35982,21.42075,19.62266,18.72474,18.17653
0.4681187,24.63108,22.20505,20.37462,19.48557,18.95714
0.4248788,23.90072,21.41034,19.59704,18.8478,18.43919
0.4879723,22.50128,21.09609,19.36933,18.64228,18.27578
0.4584728,25.04614,21.49654,19.83161,18.96199,18.53766
0.425905,21.25607,20.70659,19.6775,19.302,18.88686
0.4926492,22.56496,21.60737,20.13913,19.35249,18.82041
0.4555873,25.67457,21.13369,19.36967,18.57311,17.97052
0.4762866,25.65826,21.4781,20.03805,19.13421,18.7296
0.4844447,24.10602,22.45077,20.41335,19.54546,19.02448
0.4482566,24.30927,22.1112,20.59601,19.82122,19.51583
0.4656037,22.81399,22.0586,20.14423,19.30858,18.88709
0.4531841,25.79601,22.04651,20.24508,19.43962,18.84855
0.4000276,22.59188,21.4546,19.61513,18.89934,18.57618
0.4379393,21.59316,21.46757,19.86645,19.03671,18.53719
0.4896247,22.35128,21.3708,19.72867,18.84755,18.36439
0.4797032,26.06866,21.2799,19.32763,18.49707,18.08688
0.44011,25.00077,22.05457,20.37682,19.57961,19.1612
0.4956706,26.34472,21.9926,20.0749,19.15277,18.61337
0.4997427,25.7943,21.79537,20.32758,19.54554,19.06059
0.4026454,23.30526,20.8631,19.04143,18.31203,17.89258
0.4596203,23.51669,21.29496,19.5122,18.72497,18.32577
0.416139,21.90954,21.22765,19.16995,18.40783,17.99412
0.4843205,27.1303,21.53792,20.18303,19.36786,18.8626
0.4866348,23.53489,22.23065,20.53122,19.65725,19.20588
0.4548974,23.82064,21.50457,19.66294,18.85174,18.50825
0.4662197,26.62186,21.51299,19.82863,18.96229,18.46313
0.4002329,22.57633,20.63899,18.94163,18.29545,17.90185
0.4609349,22.68041,21.25851,19.82257,18.98207,18.69114
0.4449133,24.19398,22.30514,20.69362,19.76917,19.30046
0.4121271,24.37884,20.6056,18.77137,18.12482,17.6887
0.4022448,24.30168,20.90383,19.16651,18.55109,18.13239
0.4524689,23.70725,21.72095,19.77588,18.94391,18.5154
0.4506043,25.51907,21.77575,19.9529,19.14807,18.66792
0.4567151,25.49733,21.93797,20.15174,19.21773,18.95856
0.4835114,25.22973,22.48696,20.81766,19.8545,19.34431
0.4091013,22.70825,20.06402,18.29265,17.56815,17.13331
0.4118445,23.96411,21.12732,19.40244,18.65702,18.20241
0.4007139,24.63621,20.54439,18.83337,18.15009,17.81478
0.4224614,22.05856,20.48615,18.78263,18.0058,17.37703
0.4143234,24.68641,21.34818,19.57341,18.81434,18.33927
0.4146461,23.1994,21.21706,19.48367,18.72429,18.22788
0.4806236,25.78481,21.75356,19.91041,19.02487,18.60435
0.4231621,24.86706,21.08589,19.26803,18.58335,18.15992
0.4318436,24.11886,21.80769,20.2154,19.42992,18.9613
